Quartier,Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
sebala residance union et volante,Draria,3.0,125,4.0,1,1,1,0,0,0,0,0,1250.0
 ,Draria,1.0,75,3.0,1,1,1,1,0,1,0,0,1700.0
cite bahdja,Draria,1.0,110,5.0,1,1,1,0,0,0,0,0,3700.0
262  logements,Draria,1.0,68,3.0,1,1,1,0,0,0,0,0,2000.0
 la  daira au centre,Draria,2.0,200,5.0,1,1,1,0,0,0,0,1,2300.0
les jasmins ,Draria,2.0,90,3.0,1,1,1,0,0,0,0,1,1700.0
 ,Draria,9.0,85,4.0,0,0,0,1,0,0,0,0,3000.0
chemin des cretes 0554352620,Draria,3.0,75,3.0,1,1,1,1,0,0,0,0,2400.0
oued terfa,Draria,4.0,125,4.0,1,0,1,1,0,0,0,0,1900.0
 cretes 0554352620,Draria,2.0,75,3.0,1,1,1,1,0,1,0,1,2450.0
A ct de la Daira ,Draria,1.0,77,3.0,1,1,1,1,0,1,0,1,1900.0
couprative les 2 olivier,Draria,1.0,80,2.0,1,1,1,0,0,0,0,1,1850.0
Sabala,Draria,1.0,119,4.0,1,1,1,0,0,0,0,1,2700.0
Enassime,Draria,3.0,170,3.0,0,0,0,1,0,1,0,0,1800.0
boujemaa temime,Draria,1.0,76,2.0,1,1,1,1,0,1,0,0,1600.0
les crette,Draria,2.0,85,3.0,1,1,1,1,0,0,0,1,1950.0
Draria ,Draria,4.0,89,3.0,1,1,1,1,0,0,0,1,4800.0
Draria,Draria,4.0,110,3.0,1,1,1,1,0,1,0,1,1200.0
Sebala,Draria,1.0,120,4.0,1,1,1,1,0,1,0,0,1900.0
sebala,Draria,2.0,140,4.0,1,1,1,1,0,1,0,0,1900.0
risidance ,Draria,7.0,160,4.0,1,1,1,1,0,1,1,1,3200.0
devant le barage de la police et la pompe a escence,Draria,3.0,95,3.0,1,1,1,1,0,1,0,1,2500.0
Draria,Draria,2.0,98,3.0,1,1,1,1,0,1,0,1,2500.0
"Cit 376 logements LSP, Plein centre de sebbala",Draria,2.0,76,3.0,1,1,1,0,0,0,0,0,2200.0
Quartier des villas.,Draria,2.0,90,3.0,1,1,1,0,1,0,0,1,2300.0
   ,Draria,1.0,90,4.0,1,1,1,1,0,0,0,0,2800.0
142 logements,Draria,2.0,127,4.0,1,1,1,1,0,1,0,0,1300.0
Les oliviers,Draria,1.0,80,3.0,1,1,1,1,0,1,0,1,2300.0
lot f centre ville,Draria,1.0,95,3.0,1,1,1,0,0,0,0,1,2300.0
sebala,Draria,6.0,227,7.0,1,1,1,0,0,0,0,0,2050.0
Cit LSP,Draria,3.0,80,3.0,1,1,1,1,0,0,0,0,2100.0
boudjemaa temime 2,Draria,1.0,115,4.0,1,1,1,1,0,0,0,1,3600.0
Cit 617 log,Draria,5.0,72,3.0,1,1,1,1,0,0,0,0,2200.0
boudjemma temime,Draria,1.0,100,3.0,1,1,1,0,1,0,0,1,2500.0
sebala ,Draria,5.0,228,7.0,1,1,1,1,0,1,0,0,2600.0
centre ville,Draria,2.0,95,3.0,1,1,1,0,0,0,0,1,2600.0
Boudjemaa Temim,Draria,2.0,118,4.0,0,0,0,1,0,1,0,1,2600.0
Draria,Draria,4.0,68,2.0,1,1,1,0,0,0,0,0,2300.0
residence les tulipes ,Draria,1.0,135,4.0,1,1,1,0,0,0,0,1,2500.0
chemin des crtes,Draria,1.0,100,4.0,1,1,1,1,0,1,0,1,3000.0
ENTREE DE DRARIA,Draria,3.0,110,4.0,1,1,1,0,0,0,0,1,1900.0
oued tarfa,Draria,1.0,100,3.0,1,1,1,0,0,0,0,0,2500.0
sbbala ,Draria,3.0,190,4.0,1,1,1,0,0,0,0,1,1200.0
Centre ,Draria,4.0,137,4.0,1,1,1,0,0,0,0,1,1200.0
Boudjemaa Temmime 2,Draria,1.0,156,5.0,1,1,1,1,1,0,0,1,2400.0
la rsidence les oliviers,Draria,1.0,80,3.0,1,1,1,0,0,0,1,1,1400.0
seballa,Draria,3.0,116,4.0,1,1,1,0,0,0,0,0,3500.0
achoure,Draria,1.0,75,3.0,1,1,1,0,0,0,0,0,2300.0
Sebala,Draria,5.0,138,4.0,1,1,1,1,1,1,0,1,1650.0
residence les oliviers ,Draria,1.0,145,3.0,1,1,1,0,0,0,0,1,1400.0
   ,Draria,1.0,200,4.0,0,0,0,0,0,0,0,0,3100.0
Les crettes ,Draria,2.0,95,3.0,1,1,1,0,0,0,0,0,2200.0
Sebala,Draria,1.0,135,4.0,0,0,0,0,0,0,0,0,1800.0
Sebala,Draria,5.0,250,8.0,1,1,1,0,0,0,0,0,2900.0
Cit lsp ,Draria,3.0,72,3.0,1,1,1,1,0,1,0,0,1600.0
cit 424 boujema tamim ,Draria,5.0,78,3.0,1,1,1,1,0,0,0,0,2700.0
Sebala rsidence el AFFAk,Draria,5.0,150,5.0,1,1,1,0,0,0,0,0,3300.0
Sebala,Draria,1.0,127,4.0,1,1,1,0,1,0,0,1,4000.0
Chemin des crtes ,Draria,1.0,86,3.0,0,0,0,0,0,0,0,0,2500.0
Oued Terfa ,Draria,4.0,98,4.0,1,1,1,1,0,1,0,0,2250.0
Sebala,Draria,5.0,130,5.0,1,1,1,1,0,0,0,0,2500.0
Tekssrayen a 200 mtre de l'hpital ,Draria,5.0,127,4.0,1,1,1,1,1,0,0,1,2700.0
Chemin des Cretes,Draria,2.0,106,4.0,1,1,1,0,0,0,0,1,3300.0
Route de Shaoula Sebala Alger,Draria,5.0,115,4.0,1,1,1,0,0,0,0,0,2500.0
Boudjma Temime2,Draria,5.0,70,3.0,1,1,1,0,0,0,0,0,2300.0
SEBALA,Draria,2.0,130,5.0,1,1,1,0,0,0,0,0,2300.0
Sabala,Draria,1.0,80,3.0,1,1,1,1,0,0,0,0,2300.0
Draria,Draria,2.0,150,5.0,1,1,1,0,1,0,0,0,3200.0
chemins les cretes ,Draria,4.0,79,3.0,1,1,1,1,0,0,0,0,3650.0
Sebala ,Draria,3.0,138,5.0,1,1,1,0,0,0,0,0,3000.0
sebala cit cosider 300 lgts ,Draria,1.0,80,3.0,1,1,1,1,0,0,0,0,3500.0
BOUDJEMA TEMIME,Draria,1.0,152,4.0,0,0,0,0,0,0,0,0,2500.0
chemin des cretes,Draria,1.0,70,3.0,1,1,1,0,0,0,0,1,1200.0
Oued Tarfa,Draria,1.0,116,4.0,1,1,1,0,0,0,0,0,2800.0
   SEBALA route de shaoula,Draria,1.0,85,3.0,1,1,1,1,0,1,0,1,1000.0
Damoussi DRARIA ,Draria,1.0,108,4.0,1,1,1,0,0,0,0,0,1200.0
hay ben ramdhan,Draria,3.0,110,3.0,1,1,1,0,0,0,0,1,2200.0
chemin des cretes,Draria,1.0,100,3.0,1,1,1,0,0,0,0,1,2300.0
Lotissement F,Draria,2.0,120,4.0,1,1,1,0,0,0,0,1,2600.0
Boudjamaa temime 2,Draria,5.0,110,4.0,1,1,1,0,0,0,0,1,2500.0
DRARIA,Draria,2.0,101,3.0,1,1,1,0,0,0,0,1,2500.0
enface APC,Draria,2.0,86,4.0,1,1,1,0,0,0,0,0,2900.0
Draria,Draria,1.0,85,3.0,1,1,1,0,1,0,0,0,1400.0
Sebbala,Draria,3.0,123,4.0,1,1,1,0,0,0,0,0,1200.0
Muhammed drioueche,Draria,3.0,66,3.0,1,1,1,0,0,0,0,0,2150.0
Quartier residentiel,Draria,3.0,75,3.0,1,1,1,0,0,0,0,0,2000.0
Haouche Chaouche ,El Achour,1.0,100,3.0,1,1,1,1,0,1,0,0,1950.0
Chaouche,El Achour,1.0,110,4.0,1,1,1,1,0,1,0,0,1100.0
Lotissement La Bute Verte El Achour,El Achour,1.0,127,3.0,1,1,1,0,0,0,0,1,3500.0
urba 2000,El Achour,3.0,97,3.0,1,1,1,0,0,0,0,0,4000.0
Rsidence el afak el Achour alger ,El Achour,5.0,108,4.0,1,1,1,1,0,1,0,0,2500.0
sebala,El Achour,1.0,100,4.0,1,1,1,0,0,0,0,0,2200.0
Oued Romane ,El Achour,2.0,172,5.0,1,1,1,1,0,0,0,1,2450.0
Oued Romane,El Achour,4.0,171,5.0,1,1,1,1,0,0,0,1,2250.0
Oued Romane ,El Achour,4.0,165,5.0,1,1,1,1,0,0,0,1,2300.0
Oued Romane,El Achour,5.0,130,3.0,1,1,1,1,0,0,0,1,4200.0
CIT MILITAIRE OUED ROUMAN EL ACHOUR,El Achour,2.0,114,4.0,1,1,1,1,0,1,0,1,2900.0
ROUTE DE OULED FAYET,El Achour,4.0,150,4.0,1,1,1,0,0,0,0,1,1500.0
URBA 2000,El Achour,3.0,184,4.0,1,1,1,0,0,0,0,0,1600.0
sebbala,El Achour,1.0,50,2.0,1,1,1,1,0,1,0,1,2180.0
sebala aadl,El Achour,2.0,75,3.0,1,1,1,0,0,0,1,0,2600.0
CIT MILITAIRE OUED ROUMAN EL ACHOUR,El Achour,2.0,114,3.0,1,1,1,1,0,1,0,1,1900.0
Rsidence URBA 2000 oued romane ,El Achour,6.0,90,3.0,1,1,1,1,0,1,0,0,3500.0
EPLF,El Achour,5.0,120,4.0,0,0,0,1,0,1,0,0,1650.0
Haouchchaouch ,El Achour,1.0,110,4.0,1,1,1,0,0,0,0,0,1800.0
Haouch chaouch,El Achour,3.0,110,4.0,1,1,1,1,0,1,0,0,2300.0
Oued Romane,El Achour,1.0,125,4.0,1,1,1,1,0,1,0,1,3500.0
El achour,El Achour,4.0,148,5.0,1,1,1,1,1,0,1,1,2500.0
Achour centre ,El Achour,3.0,97,3.0,1,1,1,1,0,0,0,0,2800.0
Afak sebala El Achour ,El Achour,4.0,92,4.0,1,1,1,0,0,0,0,0,3300.0
Lotissement La Bute Verte El Achour,El Achour,1.0,119,4.0,1,1,1,0,0,0,0,1,1500.0
haouch chaouch,El Achour,1.0,100,3.0,0,0,0,1,0,1,0,0,3000.0
Oued Romane,El Achour,2.0,112,4.0,1,1,1,1,1,1,0,0,2300.0
El achour,El Achour,1.0,145,4.0,1,1,1,1,1,1,0,1,2200.0
URBA 2000 0554352620,El Achour,7.0,186,5.0,1,1,1,1,0,0,1,0,1400.0
Sahraoui urba 2000,El Achour,3.0,97,3.0,1,1,1,1,0,0,0,0,3500.0
Urba 2000,El Achour,7.0,186,5.0,1,1,1,1,0,0,0,1,2100.0
El a chour ,El Achour,1.0,82,3.0,1,1,1,1,0,0,1,1,2000.0
Urba 2000,El Achour,8.0,218,3.0,1,1,1,1,0,0,1,1,2100.0
Promotion el affak ,El Achour,1.0,85,3.0,1,1,1,1,0,1,0,0,3000.0
zabila afeka,El Achour,4.0,180,5.0,1,1,1,0,1,0,0,1,2450.0
Addl daboussi,El Achour,5.0,78,3.0,1,1,1,0,0,0,0,0,1500.0
eplf oued romane,El Achour,1.0,87,3.0,1,1,1,0,0,0,0,0,2600.0
109 logements ,El Achour,3.0,120,4.0,1,1,1,0,0,0,1,0,2100.0
cit des cadres,El Achour,3.0,104,3.0,1,1,1,1,0,0,0,0,2700.0
Afak ,El Achour,1.0,167,5.0,1,1,1,1,0,1,0,0,2900.0
El afak el achour,El Achour,4.0,176,5.0,1,1,1,0,0,0,0,0,2400.0
Les deux bassins ,El Achour,5.0,140,4.0,1,1,1,0,0,0,0,1,3200.0
Oued romane,El Achour,6.0,105,3.0,1,1,1,1,0,0,0,0,2300.0
Ain allah,El Achour,4.0,145,4.0,1,1,1,1,0,0,0,0,2850.0
Urba 2000,El Achour,9.0,170,4.0,1,1,1,1,0,0,0,0,2300.0
Oued Romene ,El Achour,1.0,200,5.0,1,1,1,1,0,1,0,1,2400.0
Urba2000 1re tranche ,El Achour,1.0,85,3.0,1,1,1,1,0,0,1,0,2900.0
Rsidence Urba2000,El Achour,2.0,80,3.0,0,0,0,0,0,0,0,0,2200.0
el achour ctr,El Achour,3.0,47,2.0,1,1,1,1,1,1,1,1,3500.0
Rsidence sahraoui les deux bassins prs Tls contact,El Achour,4.0,125,4.0,0,0,0,0,0,0,0,0,1600.0
Urba 2000 ,El Achour,1.0,97,3.0,1,1,1,1,0,1,1,0,2400.0
Deux bassins,El Achour,1.0,160,4.0,1,1,1,0,0,0,0,0,1300.0
Rsidence ,El Achour,1.0,70,3.0,1,1,1,1,1,1,0,0,1500.0
O Romaine Sarahoui,El Achour,3.0,187,4.0,1,1,1,0,0,0,0,1,1400.0
urba 2000,El Achour,5.0,82,3.0,1,1,1,1,0,0,1,0,2500.0
Oued Romane,El Achour,1.0,68,3.0,1,1,1,1,0,0,0,1,1500.0
Haouch chaouech ,El Achour,2.0,78,3.0,1,1,1,0,0,0,0,0,2200.0
Sebbala,El Achour,1.0,165,5.0,0,0,0,1,0,1,0,0,2300.0
sebala el achour,El Achour,12.0,86,4.0,1,1,1,1,0,0,0,0,3900.0
Urba 2000,El Achour,1.0,97,3.0,0,0,0,0,0,0,0,0,2200.0
Sebala,El Achour,9.0,90,4.0,1,1,1,0,0,0,0,0,1900.0
Sabala,El Achour,4.0,75,3.0,1,1,1,0,0,0,0,0,2500.0
Sebala ,El Achour,7.0,92,4.0,1,1,1,0,0,0,0,0,2900.0
Oued Rouman  Prs De L'autoroute de ben aknoun,El Achour,2.0,88,3.0,1,1,1,0,0,0,1,1,2100.0
oued romane,El Achour,2.0,132,4.0,1,1,1,0,0,0,1,0,1700.0
oued Romane ,El Achour,2.0,91,3.0,1,1,1,0,1,0,1,1,1100.0
Chawch,El Achour,1.0,100,4.0,1,1,1,1,0,1,0,0,1450.0
Oued Romane,El Achour,1.0,146,4.0,1,1,1,1,0,1,0,1,1050.0
OUED REMANE,El Achour,5.0,115,4.0,1,1,1,1,0,0,0,0,1350.0
oued roumane,El Achour,1.0,180,5.0,1,1,1,1,1,1,0,1,1100.0
Urba 2000,El Achour,5.0,87,3.0,1,1,1,1,0,0,1,0,1550.0
Calme,El Achour,6.0,170,5.0,1,1,1,1,0,1,0,0,1500.0
Oued romane,El Achour,4.0,150,4.0,1,1,1,1,0,1,0,1,1100.0
Sebala,El Achour,5.0,108,4.0,1,1,1,1,0,1,0,0,1600.0
urba 2000,El Achour,3.0,83,3.0,1,1,1,0,0,0,0,0,1300.0
sebala al achour,El Achour,4.0,92,4.0,1,1,1,0,0,0,0,0,1100.0
oued romane,El Achour,3.0,56,2.0,1,1,1,1,0,0,0,1,1350.0
sebala,El Achour,13.0,74,3.0,1,1,1,1,0,0,0,0,1100.0
rue de la poste,El Achour,1.0,81,3.0,1,1,1,0,0,0,1,0,1000.0
Haouch Chaouche,El Achour,1.0,110,3.0,1,1,1,1,0,0,0,0,1500.0
EPLF Sahraoui el Yasmina ,El Achour,8.0,117,4.0,1,1,1,1,0,0,0,0,1100.0
Oued romane,El Achour,5.0,111,4.0,0,0,0,0,0,0,0,0,1300.0
Aadl sebala el achour,El Achour,7.0,85,4.0,1,1,1,0,0,0,0,0,1300.0
Oued Romane ,El Achour,2.0,135,4.0,1,1,1,0,0,0,1,0,1200.0
Sebala,El Achour,3.0,125,4.0,1,1,1,0,0,0,0,0,1100.0
Rsidence AFAK de SEBALA,El Achour,4.0,92,4.0,1,1,1,1,0,0,0,0,1050.0
URBA 2000,El Achour,3.0,186,5.0,1,1,1,1,0,0,0,0,1600.0
Urba 2000 oued roman,El Achour,3.0,80,3.0,1,1,1,1,1,0,1,0,1800.0
urba 2000,El Achour,3.0,97,3.0,1,1,1,0,0,0,0,0,1700.0
URBA 2000 ,El Achour,1.0,82,3.0,1,1,1,1,0,1,1,0,1300.0
URBA 2000,El Achour,4.0,176,3.0,1,1,1,1,0,0,0,0,2000.0
cit AADL sebbala,El Achour,14.0,72,3.0,1,1,1,0,0,0,0,0,1200.0
oued terfa,El Achour,3.0,123,4.0,1,1,1,1,1,0,0,0,1500.0
Oued roumen ,El Achour,4.0,90,4.0,1,1,1,1,0,0,0,0,1400.0
residence affak,El Achour,1.0,90,3.0,1,1,1,1,0,1,0,0,1850.0
Haouche chaouche,El Achour,1.0,110,4.0,1,1,1,1,0,1,1,0,1850.0
haouche chaouche,El Achour,3.0,95,4.0,0,0,0,1,0,0,0,0,1500.0
sebala ,El Achour,1.0,104,4.0,1,1,1,1,0,1,0,1,2600.0
SEBALA,El Achour,1.0,118,4.0,1,1,1,1,0,1,0,1,1000.0
Urba 2000 Oued Romane,El Achour,9.0,170,4.0,1,1,1,1,0,0,0,0,1800.0
URBA 2000,El Achour,6.0,90,3.0,1,1,1,1,0,0,0,0,1800.0
el achour,El Achour,2.0,120,3.0,1,1,1,0,0,0,0,0,2500.0
rsidence EL AFAK,El Achour,5.0,115,4.0,1,1,1,1,0,1,0,0,3400.0
Urba,El Achour,3.0,97,3.0,1,1,1,1,0,0,1,0,1900.0
residence affak ,El Achour,1.0,165,5.0,1,1,1,1,0,1,0,0,1800.0
el afak sebala,El Achour,1.0,85,3.0,1,1,1,1,1,1,0,1,3500.0
EPLF Rezidansse Yasimen Sahroi oued romane ,El Achour,7.0,125,4.0,1,1,1,1,1,1,1,0,2900.0
Urba 2000,El Achour,1.0,80,3.0,1,1,1,1,0,0,0,0,1700.0
Rsidence Yasmine EPLF Oued romane  ct sahraoui service visa de France,El Achour,4.0,137,4.0,1,1,1,1,1,1,1,0,3900.0
Urba 2000 tranche 01,El Achour,4.0,97,3.0,1,1,1,1,0,0,0,0,2000.0
URBA 2000 ACHOUR,El Achour,3.0,185,4.0,1,1,1,1,1,1,0,0,2600.0
URBA 2000,El Achour,3.0,180,4.0,1,1,1,1,0,0,0,0,1300.0
Rsidence AFAK,El Achour,4.0,167,5.0,1,1,1,0,0,0,0,0,1300.0
haouch chaouch,El Achour,1.0,100,3.0,1,1,1,0,0,0,0,0,1600.0
urba2000,El Achour,3.0,97,3.0,1,1,1,1,0,1,0,0,3200.0
Lotissement la rsidence ,El Achour,3.0,120,4.0,1,1,1,1,0,1,0,0,1700.0
"Oued romane ,a ct de la pompe  essence. ",El Achour,2.0,168,4.0,0,1,1,1,1,1,1,1,2500.0
Rsidence Sahraoui URBA 2000,El Achour,9.0,170,3.0,1,1,1,1,0,0,0,0,1600.0
Oued romane,El Achour,1.0,148,5.0,1,1,1,1,1,1,1,1,2500.0
La achoiur Dararia oud tarfe ,El Achour,2.0,168,4.0,1,1,1,1,1,1,1,1,1900.0
527 LOG AADL,El Achour,6.0,78,3.0,1,1,1,0,0,0,0,0,2900.0
cite police,El Achour,4.0,145,4.0,1,1,1,1,0,1,0,1,2300.0
Boudjemaa khelil,El Achour,2.0,130,4.0,1,1,0,0,1,0,0,1,2600.0
URBA 2000,El Achour,1.0,184,5.0,0,0,0,0,0,0,0,0,1500.0
sabala,El Achour,5.0,78,3.0,1,1,1,0,0,0,0,0,1200.0
URBA2000 02 TRANCHE,El Achour,1.0,100,3.0,1,1,1,1,0,1,1,0,3800.0
oued roman ,El Achour,2.0,97,3.0,1,1,1,0,0,0,0,0,1300.0
URBA 2000,El Achour,3.0,97,3.0,1,1,1,1,0,0,1,0,1300.0
Oued Romane,El Achour,6.0,170,5.0,1,1,1,0,1,0,0,1,2700.0
EPLF EL ACHOUR,El Achour,3.0,180,6.0,0,0,0,1,0,1,0,0,2550.0
oued romane,El Achour,2.0,93,3.0,1,1,1,0,0,0,0,0,5000.0
sebala,El Achour,3.0,170,5.0,1,1,1,0,0,0,0,0,1950.0
Rsidence urba2000,El Achour,6.0,82,3.0,1,1,1,1,1,1,0,0,2000.0
oued romane,El Achour,1.0,61,2.0,1,1,1,1,0,0,0,1,1300.0
AFAK sabala,El Achour,1.0,100,4.0,1,1,1,1,0,0,0,0,3100.0
Rsidence URBA 2000,El Achour,9.0,170,4.0,1,1,1,0,0,0,0,0,1800.0
el achour,El Achour,3.0,110,3.0,1,1,1,0,0,0,0,1,1600.0
URBA 2000 0554352620,El Achour,4.0,170,3.0,1,1,1,1,0,0,0,0,1800.0
Urba 2000 sahraoui,El Achour,2.0,80,3.0,1,1,1,1,0,0,0,0,2250.0
cit afaak,El Achour,1.0,91,4.0,1,1,1,1,0,1,0,0,2000.0
urban2000,El Achour,6.0,83,3.0,1,1,1,1,0,0,0,0,1300.0
Oued Romane,El Achour,1.0,56,2.0,1,1,1,1,0,0,0,1,1450.0
Haouch chaouch,El Achour,2.0,110,4.0,0,0,0,1,0,1,0,0,3300.0
URBA 2000,El Achour,2.0,97,3.0,0,0,0,0,0,0,0,0,2350.0
urba2000,El Achour,9.0,150,4.0,1,1,0,1,1,0,0,0,1800.0
Oued romane,El Achour,1.0,137,5.0,1,1,1,0,0,0,0,0,2900.0
oued romaine ,El Achour,3.0,73,3.0,1,1,1,0,0,0,0,0,1600.0
urba 2000,El Achour,4.0,83,3.0,1,1,1,1,0,0,1,0,1650.0
Rsidence El Afak ,El Achour,1.0,100,4.0,0,1,1,1,0,1,1,0,2000.0
OUED REMAINE,El Achour,1.0,80,3.0,1,1,1,1,0,1,0,1,1200.0
URBA 2000 ACHOUR,El Achour,1.0,110,3.0,1,1,1,1,1,0,0,1,3000.0
ouedromane,El Achour,1.0,78,3.0,1,1,1,1,0,1,0,0,2000.0
ouedromane,El Achour,1.0,67,2.0,1,1,1,1,0,1,0,0,2550.0
Urba 2000 ,El Achour,5.0,80,3.0,1,1,1,1,0,1,0,0,1600.0
Urba 2000,El Achour,6.0,87,3.0,0,0,0,1,0,1,0,0,1600.0
URBA 2000 SAHRAOUI,El Achour,3.0,97,3.0,1,1,1,0,0,0,0,0,2300.0
URBA 2000 0554352620,El Achour,4.0,97,3.0,1,1,1,0,0,0,0,0,3500.0
O ROMAINE 0554352620,El Achour,1.0,75,3.0,1,1,0,1,0,0,0,0,2500.0
urba 2000 0554352620,El Achour,4.0,82,3.0,1,1,1,1,0,0,0,0,3200.0
Calme,El Achour,4.0,110,4.0,1,1,1,1,0,1,0,0,2350.0
OUED ROUMANE,El Achour,3.0,111,3.0,1,1,1,0,0,0,0,1,3500.0
urba 2000,El Achour,8.0,189,5.0,1,1,1,0,1,0,0,1,1550.0
El Affak,El Achour,1.0,170,5.0,1,1,1,1,0,1,0,0,4000.0
Haouch Chaouch,El Achour,1.0,110,4.0,0,0,0,1,0,1,0,0,2400.0
oued romane ceti qNP marjain,El Achour,3.0,75,3.0,1,1,1,0,1,0,0,0,2500.0
SEBALA,El Achour,2.0,90,3.0,1,1,1,1,0,1,0,0,3900.0
Rsidence URBA 2000,El Achour,6.0,80,3.0,1,1,1,0,1,0,0,1,1800.0
Eplefe sahroi,El Achour,4.0,145,4.0,1,1,1,1,1,1,1,0,1900.0
OUED ROMANE,El Achour,2.0,120,4.0,1,1,1,0,0,0,0,1,1570.0
haouche chaouche ,El Achour,3.0,110,4.0,1,1,1,0,0,0,0,0,3500.0
haouch chaouch,El Achour,1.0,100,4.0,1,1,1,1,0,0,0,0,2200.0
Oued Romane,El Achour,1.0,140,5.0,1,1,1,1,0,0,0,1,1000.0
sabala,El Achour,1.0,117,4.0,1,1,1,1,0,1,0,0,1600.0
URBA 2000 0554352620,El Achour,3.0,97,3.0,1,1,1,1,0,0,0,0,1200.0
Urba 2000.,El Achour,6.0,82,3.0,1,1,1,1,0,0,0,0,1700.0
URBA 2000,El Achour,2.0,82,3.0,1,1,1,0,0,0,0,0,3300.0
Sebala,El Achour,1.0,120,3.0,1,1,1,1,0,1,0,0,1700.0
el afak seballa,El Achour,1.0,85,3.0,1,1,1,1,1,1,0,0,1050.0
Res clot,El Achour,5.0,167,5.0,1,1,1,1,0,1,0,1,2000.0
Oued Romane,El Achour,4.0,87,3.0,0,0,0,0,0,0,0,0,1500.0
rsidence affak,El Achour,1.0,100,4.0,1,1,1,1,0,1,0,0,2700.0
eplf oued romane,El Achour,2.0,120,4.0,1,1,1,0,0,0,0,0,2600.0
RESIDENCE LES 2 BASSINS,El Achour,3.0,157,4.0,1,1,1,1,0,0,0,1,3200.0
eplf cit el yassmine,El Achour,7.0,106,3.0,1,1,1,1,1,1,1,0,1700.0
Seballa el afak ,El Achour,1.0,100,3.0,1,1,1,1,0,1,0,1,3800.0
oued roumane ,El Achour,1.0,200,5.0,1,1,1,0,0,0,0,1,4000.0
ain allah,El Achour,4.0,80,3.0,1,1,1,0,0,0,0,0,2900.0
URBA 2000,El Achour,3.0,97,3.0,1,1,1,0,0,0,0,1,1800.0
ouad romane,El Achour,2.0,124,4.0,1,1,1,0,0,0,0,1,1400.0
sebala afak dabossi,El Achour,6.0,127,4.0,1,1,1,1,1,1,1,0,2150.0
Urba 2000,El Achour,4.0,97,3.0,1,1,1,0,0,0,0,0,2600.0
el achour,El Achour,2.0,90,3.0,1,1,1,0,0,0,0,0,3000.0
Rsidence Sahraoui URBA 2000 ( 01 re Tranche ),El Achour,3.0,184,4.0,1,1,1,0,0,0,0,0,3550.0
URBA 2000,El Achour,4.0,80,3.0,0,0,0,0,0,0,0,0,3000.0
URBA 2000,El Achour,9.0,170,4.0,0,0,0,0,0,0,0,0,4000.0
URBA 2000,El Achour,4.0,97,3.0,0,0,0,0,0,0,0,0,2600.0
residance les 2 bassins (sahraoui),El Achour,2.0,145,3.0,1,1,1,0,0,0,1,1,4800.0
Urba2000 sahraoui,El Achour,1.0,80,3.0,1,1,1,0,0,0,0,0,1200.0
Urba 2000 ,El Achour,2.0,80,3.0,1,0,1,0,0,0,0,0,1000.0
"El-Achour,Rsidence,(URBA2000)2me,tranche,au,dbut,vds,Gr,F3,100M2",El Achour,3.0,100,3.0,1,1,1,0,0,0,0,0,3000.0
sebala ,El Achour,6.0,240,8.0,1,1,1,0,0,0,0,0,3300.0
Oued rouman,El Achour,2.0,124,4.0,1,1,1,0,0,0,0,1,1700.0
sebala,El Achour,1.0,78,3.0,0,0,0,0,0,0,0,0,4000.0
"Sebala,rsidence,Afak,vend,F4,csdb,100M2,acte,et,livret,foncier,1tage,immeuble,propre,",El Achour,1.0,100,4.0,1,1,1,0,0,0,0,0,2400.0
urba2000,El Achour,1.0,56,2.0,1,1,1,0,0,0,1,0,2200.0
Oued Tarfa ,El Achour,5.0,120,4.0,1,1,1,0,0,0,0,1,3500.0
Sebala,El Achour,2.0,70,3.0,0,0,0,0,0,0,0,0,3600.0
"Rsidence URBA 2000 , Oued El Romane",El Achour,2.0,80,3.0,1,1,1,0,0,0,0,0,2900.0
Hawch chawch,El Achour,1.0,110,3.0,1,1,1,0,0,0,0,1,2200.0
Urba 2000,El Achour,1.0,82,3.0,1,1,1,0,0,0,0,0,2800.0
residence el afak,El Achour,4.0,175,5.0,1,1,1,0,0,0,0,0,4600.0
sebala,El Achour,3.0,134,5.0,0,0,0,0,0,0,0,0,1500.0
oued ramane,El Achour,2.0,80,3.0,1,1,1,0,0,0,0,0,2600.0
eplf el yassmine,El Achour,11.0,190,5.0,1,1,1,0,0,0,0,0,2300.0
OUED ROUMAN,El Achour,2.0,109,4.0,1,1,1,0,0,0,0,0,2200.0
CHIC   ,El Achour,2.0,163,4.0,1,1,1,0,0,0,0,1,2400.0
Oudramin,El Achour,1.0,180,4.0,1,1,1,0,1,0,0,1,4000.0
Urba 2000,El Achour,4.0,85,3.0,1,1,1,0,0,0,0,0,1000.0
Sebala,El Achour,3.0,115,4.0,1,1,1,0,0,0,0,1,2900.0
rsidence urba 2000,El Achour,3.0,80,3.0,1,1,1,0,0,0,1,0,4800.0
oued romane,El Achour,9.0,170,3.0,1,1,1,0,0,0,0,0,1750.0
boudjamaa khlil a oued romane,El Achour,1.0,130,3.0,1,1,1,0,1,0,0,1,1200.0
EPLF,El Achour,8.0,115,4.0,1,1,1,0,1,0,0,0,1200.0
oued romane ,El Achour,3.0,109,3.0,1,1,1,0,0,0,0,0,2200.0
EPLF ,El Achour,1.0,90,3.0,1,1,1,0,0,0,1,0,1500.0
